course,crn,instructor,days,start_time,end_time
BIOS 321,21853,"Evans, Kory","Tue,Thu",14:30,15:45
BIOS 322,21854,"Johnson, Cassidy",Wed,13:30,17:29
BIOS 324,24438,"Olmos, Joey",Thu,13:00,15:00
BIOS 334,21856,"Egan, Scott","Mon,Wed,Fri",10:00,10:50
BIOS 340,21859,"Beason-Abmayr, Beth","Tue,Thu",09:25,10:40
BIOS 341,21861,"Phillips, Dereth","Tue,Thu",09:25,10:40
BIOS 344,21862,"Stewart, Charles","Tue,Thu",10:50,12:05
BIOS 368,21863,"Gustin, Michael","Tue,Thu",14:30,15:45
BIOS 370,23143,"Matthews, Kirstin Johnson, Alicia","Tue,Thu",14:30,15:45
BIOS 374,24445,"Kranz, Sven","Tue,Thu",09:25,10:40
BIOS 385,24447,"Iyer, Harini","Tue,Thu",09:25,10:40
BIOS 405,23469,"Bennett, Matthew","Tue,Thu",10:50,12:05
BIOS 412,24442,"Glasscock, Cameron",Thu,16:00,17:59
BIOS 423,23473,"Dunham, Amy","Tue,Thu",13:00,14:15
BIOS 424,22292,"de Moraes, Marcos","Tue,Thu",10:50,12:05
BIOS 442,23217,"Flynn, Jonathan Lefeldt, Nele","Wed,Fri",14:00,15:15
BIOS 443,21904,"Wagner, Daniel","Tue,Thu",13:00,14:15
BIOS 447,21906,"Wagner, Daniel Matthews, Kirstin","Tue,Thu",10:50,12:05
BIOS 450,22732,"Tao, Yizhi","Tue,Thu",16:00,17:15
BIOS 460,22294,"Uribe, Rosa","Tue,Thu",14:30,15:45
BIOS 495,22985,"Masiello, Carrie Dunham, Amy","Tue,Thu",09:25,10:40
BIOS 505,23471,"Bennett, Matthew","Tue,Thu",10:50,12:05
BIOS 522,21855,"Johnson, Cassidy",Wed,13:30,17:29
BIOS 523,23474,"Dunham, Amy","Tue,Thu",13:00,14:15
BIOS 524,22293,"de Moraes, Marcos","Tue,Thu",10:50,12:05
BIOS 528,22096,"Flynn, Jonathan Lefeldt, Nele",Fri,13:00,13:50
BIOS 534,21857,"Egan, Scott","Mon,Wed,Fri",10:00,10:50
BIOS 540,21860,"Beason-Abmayr, Beth","Tue,Thu",09:25,10:40
BIOS 543,21905,"Wagner, Daniel","Tue,Thu",13:00,14:15
BIOS 547,21907,"Wagner, Daniel Matthews, Kirstin","Tue,Thu",10:50,12:05
BIOS 550,22733,"Tao, Yizhi","Tue,Thu",16:00,17:15
BIOS 558,23317,"Tohme, Alberto","Mon,Wed",18:00,19:30
BIOS 559,21916,"Abraham, David",Tue,17:30,20:15
BIOS 560,22295,"Uribe, Rosa","Tue,Thu",14:30,15:45
BIOS 562,22297,"Egan, Scott",Wed,15:00,15:50
BIOS 568,23154,"Rudolf, Volker",Mon,14:00,14:50
BIOS 571,24085,"Hartley, Maria Siemann, Evan",Thu,17:30,20:15
BIOS 574,24444,"Kranz, Sven","Tue,Thu",09:25,10:40
BIOS 582,21917,"Nikonowicz, Edward Cates, Susan",Mon,14:00,15:15
BIOS 585,24446,"Iyer, Harini","Tue,Thu",09:25,10:40
BIOS 586,21918,"Kranz, Sven",Mon,12:00,12:45
BIOS 588,21919,"Bartel, Bonnie McNew, James Kirienko, Natasha Uribe, Rosa Lavery, Laura Loveless, Theresa Iyer, Harini","Wed,Fri",13:30,15:30
BIOS 589,23151,"Kranz, Sven",Thu,12:00,12:50
BIOS 592,21921,"Kavraki, Lydia",Fri,16:00,17:15
BIOS 593,21922,"Bartel, Bonnie Braam, Janet",Tue,11:00,12:00
BIOS 670,23145,"Matthews, Kirstin Johnson, Alicia","Tue,Thu",14:30,15:45
ANTH 200,22646,"Englebretson, Robert","Tue,Thu",09:25,10:40
ANTH 206,25950,"Gyal, Huatse",Fri,12:00,14:30
ANTH 251,24321,"Prendergast, Mary","Tue,Thu",14:30,15:45
ANTH 302,24322,"Lu, Vivian",Mon,12:00,14:30
ANTH 308,25726,,Fri,12:00,14:30
ANTH 318,24323,"Morgan, Molly","Tue,Thu",13:00,14:15
ANTH 321,24324,"Massie, Victoria",Wed,13:00,15:30
ANTH 324,25569,"Thirumalaisamy, Sindhu","Tue,Thu",14:30,15:59
ANTH 326,24326,"Gershon, Ilana","Tue,Thu",09:25,10:40
ANTH 355,24330,"Morgan, Molly","Tue,Thu",10:50,12:05
ANTH 378,25595,"Harris, Khadene","Mon,Wed",16:00,17:15
ANTH 381,24331,"Massie, Victoria","Tue,Thu",10:50,12:05
ANTH 388,25655,"Lu, Vivian",Mon,15:00,17:30
ANTH 507,24332,"Howe, Cymene",Wed,16:00,18:30
ANTH 521,24325,"Massie, Victoria",Wed,13:00,15:30
ANTH 526,24327,"Gershon, Ilana","Tue,Thu",09:25,10:40
ANTH 587,25872,"Lu, Vivian",Mon,15:00,17:30
ANTH 602,22715,"Howe, Cymene",Thu,16:00,18:30
SOSC 301,23210,"Pugh, Alex","Tue,Thu",10:50,12:05
SOSC 302,22073,"Ferguson, Todd","Mon,Wed,Fri",10:00,10:50
SOSC 302,22074,"Ferguson, Todd","Mon,Wed,Fri",11:00,11:50
SOSC 302,25676,"Li, Jing","Mon,Wed,Fri",09:00,09:50
SOSC 445,21352,"Cacho-Diaz, Julio",Tue,19:00,20:00
SOSC 446,23149,"Kulesza, Christopher",Mon,13:00,13:50
BIOE 320,20084,"Abidi, Sabia",Mon,13:00,16:00
BIOE 320,20530,"Abidi, Sabia",Wed,13:00,16:00
BIOE 320,22287,"Abidi, Sabia",Thu,13:00,16:00
BIOE 321,20343,"Diehl, Michael","Tue,Thu",13:00,14:15
BIOE 322,20407,"Hilton, Isaac","Mon,Wed",11:00,12:15
BIOE 330,21651,"Bashor, Caleb","Tue,Thu",10:50,12:05
BIOE 332,20085,"Tabor, Jeffrey Lu, George","Mon,Wed,Fri",10:00,10:50
BIOE 342,22288,"Ghosn, Bilal","Mon,Wed",13:00,18:00
BIOE 342,22289,"Ghosn, Bilal","Tue,Thu",13:00,18:00
BIOE 360,20193,"Bond, Meaghan","Tue,Thu",14:30,15:45
BIOE 365,24486,"Loyo Rosales, Jorge","Mon,Wed",11:00,12:15
BIOE 372,20086,"Szablowski, Jerzy Grande-Allen, K. Jane","Tue,Thu",09:25,10:40
BIOE 391,22134,"Bao, Gang","Mon,Wed,Fri",09:00,09:50
BIOE 406,24000,"Mikos, Antonios","Mon,Wed",11:00,12:15
BIOE 415,25768,"McHugh, Kevin","Mon,Wed",14:00,15:15
BIOE 447,22597,"Ghosn, Bilal",Fri,13:00,17:00
BIOE 452,20181,"Abidi, Sabia","Mon,Wed,Fri",08:30,09:50
BIOE 484,20195,"Tkaczyk, Tomasz","Tue,Thu",13:00,14:15
BIOE 492,24203,"Raphael, Rob","Tue,Thu",14:30,15:45
BIOE 502,23470,"Bennett, Matthew","Tue,Thu",10:50,12:05
BIOE 512,20287,"Tkaczyk, Tomasz","Tue,Thu",13:00,14:15
BIOE 515,23440,"McHugh, Kevin","Mon,Wed",14:00,15:15
BIOE 518,25763,"Igoshin, Oleg","Tue,Thu",09:25,10:40
BIOE 520,22716,"Vlassakis, Julea","Tue,Thu",16:00,17:15
BIOE 529,22586,"Post, Allison","Mon,Wed",18:00,19:15
BIOE 530,22585,"Wettergreen, Matthew",Wed,09:00,12:00
BIOE 533,22452,"Hilton, Isaac","Mon,Wed",11:00,12:15
BIOE 537,24205,"Hilton, Isaac","Mon,Wed",14:00,15:15
BIOE 538,23442,"Butts, Jessica","Tue,Thu",14:30,15:45
BIOE 541,24430,"Segatori, Laura","Tue,Thu",10:50,12:05
BIOE 548,25623,"Shah, Nishal","Tue,Thu",10:50,12:05
BIOE 550,26016,"Nash, Amanda","Tue,Thu",16:00,17:15
BIOE 555,24212,"Wettergreen, Matthew","Tue,Thu",09:25,10:40
BIOE 572,22171,"Szablowski, Jerzy Grande-Allen, K. Jane","Tue,Thu",09:25,10:40
BIOE 585,24199,"King, Michael","Wed,Fri",14:00,15:15
BIOE 592,24204,"Raphael, Rob","Tue,Thu",14:30,15:45
BIOE 620,23443,"Mikos, Antonios","Mon,Wed",11:00,12:15
BIOE 628,23904,"Holmes, Kevin",Mon,12:00,13:15
BIOE 654,25742,"Tezduyar, Tayfun","Tue,Thu",09:25,10:40
BIOE 677,25971,"Igoshin, Oleg Santos Dias Palma, Cristina Chae, Seokjoo","Tue,Thu",09:25,10:40
BIOE 690,22290,"Drezek, Rebekah",Tue,13:00,15:30
BIOE 699,22573,"Lu, George Vlassakis, Julea",Thu,12:10,12:50
RCEL 100,21308,"Van Kleeck, David Karwowski, Kazimir",Wed,15:30,17:30
RCEL 200,21309,"Van Kleeck, David Karwowski, Kazimir",Mon,15:30,17:30
RCEL 400,23942,"Nguyen, Thanh Karwowski, Kazimir",Wed,15:30,17:30
RCEL 436,23444,"Webb, George W.",Thu,16:00,16:50
RCEL 440,21711,"Karwowski, Kazimir Raja Manuri, Pavan Raja",Thu,16:00,16:50
RCEL 450,22170,"Nguyen, Thanh Karwowski, Kazimir","Tue,Thu",13:25,14:15
RCEL 501,23231,"Gomez, Steve",Tue,18:15,21:15
RCEL 501,23270,"Gomez, Steve",Wed,18:30,20:00
RCEL 502,23235,"Zettner, Claudia",Tue,18:15,21:15
RCEL 502,23269,"Zettner, Claudia",Mon,20:00,21:30
RCEL 503,23236,"Abusomwan, Uyiosa",Mon,18:15,21:15
RCEL 503,23268,"Abusomwan, Uyiosa",Tue,18:30,20:00
RCEL 504,23237,"Cokar, Marya",Wed,18:15,21:30
RCEL 504,23267,"Cokar, Marya",Mon,18:30,20:00
RCEL 505,23238,"Gray, Joshua",Mon,18:30,21:20
RCEL 505,23264,"Gray, Joshua",Tue,20:00,21:30
RCEL 506,23243,"Avalos Gauna, Edgar",Wed,16:00,18:50
RCEL 506,23266,"Avalos Gauna, Edgar",Wed,20:00,21:30
RCEL 507,23239,"Via, John",Thu,16:00,18:30
RCEL 507,23265,"Via, John",Wed,18:30,20:00
RCEL 510,25722,"Vaughn, Ginger",Tue,16:00,18:30
RCEL 536,24070,"Webb, George W.",Thu,16:00,16:50
RCEL 541,24139,"Via, John Karwowski, Kazimir",Fri,08:00,09:30
RCEL 615,25486,"Porche, Germaine",Mon,15:00,18:00
RCEL 699,23445,"Zettner, Claudia",Thu,18:00,19:29
RCEL 699,25795,"Zettner, Claudia",Thu,07:00,08:00
RCEL 699,23446,"Zettner, Claudia",Thu,07:00,08:00
EMBA 912,25257,"Andrews, George",Sat,08:00,18:00
EMBA 912,25257,"Andrews, George",Fri,15:45,18:00
EMBA 912,25257,"Andrews, George",Sat,15:45,18:00
EMBA 912,25257,"Andrews, George",Sat,08:00,12:30
EMBA 912,25257,"Andrews, George",Fri,08:00,18:00
EMBA 912,25257,"Andrews, George",Fri,08:00,10:15
EMBA 912,25257,"Andrews, George",Fri,13:30,18:00
EMBA 912,25257,"Andrews, George",Fri,08:00,10:15
EMBA 912,25257,"Andrews, George",Sat,13:30,18:00
EMBA 914,25258,"Hackett, Jim",Fri,13:30,18:00
EMBA 914,25258,"Hackett, Jim",Fri,08:00,12:30
EMBA 914,25258,"Hackett, Jim",Fri,13:30,18:00
EMBA 914,25258,"Hackett, Jim",Fri,13:30,15:30
EMBA 914,25258,"Hackett, Jim",Fri,08:00,12:30
EMBA 922,25259,"Zhang, Anthea",Fri,08:00,12:30
EMBA 922,25259,"Zhang, Anthea",Fri,08:00,12:30
EMBA 922,25259,"Zhang, Anthea",Fri,13:30,18:00
EMBA 922,25259,"Zhang, Anthea",Fri,10:30,12:30
EMBA 922,25259,"Zhang, Anthea",Fri,08:00,12:30
EMBA 994,25260,"Kale, Prashant",Fri,08:00,10:15
EMBA 994,25260,"Kale, Prashant",Fri,15:45,18:00
EMBA 994,25260,"Kale, Prashant",Fri,13:30,18:00
EMBA 994,25260,"Kale, Prashant",Fri,13:30,18:00
EMBA 994,25260,"Kale, Prashant",Fri,08:00,12:30
EMBA 994,25260,"Kale, Prashant","Sun,Mon,Tue,Wed,Thu,Fri,Sat",08:00,18:00
COMP 140,21211,"Orooji, Marmar","Tue,Thu",13:00,14:15
COMP 140,22130,"Fu, Xiaoyun","Tue,Thu",10:50,12:05
COMP 182,20153,"Goldman, Ron","Tue,Thu",10:50,12:05
COMP 182,22728,"Fu, Xiaoyun","Tue,Thu",13:00,14:15
COMP 182,22729,"Treangen, Todd","Tue,Thu",14:30,15:45
COMP 182,23950,"Chida, Anjum","Tue,Thu",09:25,10:40
COMP 215,22727,"Guzman Nateras, Luis Fernando","Mon,Wed,Fri",13:00,13:50
COMP 282,24693,"Kyrillidis, Tasos Wei, Chen","Mon,Wed,Fri",11:00,11:50
COMP 301,21419,"Ferreira Flores, Rodrigo","Tue,Thu",16:00,17:15
COMP 312,23716,"Schreib, Rebecca","Tue,Thu",10:50,12:05
COMP 321,22822,"Johnson, Dave Fagan, Mike Cox, Alan L.","Tue,Thu",14:30,15:45
COMP 321,22822,"Johnson, Dave Fagan, Mike Cox, Alan L.",Tue,16:00,17:15
COMP 321,22823,"Johnson, Dave Fagan, Mike Cox, Alan L.","Tue,Thu",14:30,15:45
COMP 321,22823,"Johnson, Dave Fagan, Mike Cox, Alan L.",Wed,15:30,16:45
COMP 330,22973,"Koch, Simon Myers, Risa","Mon,Wed,Fri",10:00,10:50
COMP 364,25715,"Schreib, Rebecca",Fri,14:00,16:30
COMP 410,20387,"Wong, Stephen","Mon,Wed,Fri",15:00,15:50
COMP 413,23331,"Koch, Simon","Mon,Wed,Fri",13:00,13:50
COMP 413,23952,"Stolboushkin, Alexei","Mon,Wed",14:00,15:15
COMP 418,22426,"Mamouras, Konstantinos","Mon,Wed,Fri",10:00,10:50
COMP 421,20075,"Johnson, Dave","Tue,Thu",10:50,12:05
COMP 422,22974,"Mellor-Crummey, John","Tue,Thu",13:00,14:15
COMP 423,23717,"Goldman, Ron","Tue,Thu",13:00,14:15
COMP 424,24053,"Garg, Nakul","Tue,Thu",09:25,10:40
COMP 427,20409,"Joyner, Mack","Tue,Thu",14:30,15:45
COMP 440,23120,"Subramanian, Devika","Tue,Thu",09:25,10:40
COMP 447,21689,"Balakrishnan, Guha","Mon,Wed",16:00,17:15
COMP 449,21725,"Lan, Xinjie Shaw, Chad Barman, Arko","Mon,Wed",16:00,17:30
COMP 458,23185,"Patel, Tirthak","Tue,Thu",16:00,17:15
COMP 459,23142,"Lopes da Silva, Arlei","Tue,Thu",10:50,12:05
COMP 460,22174,"Warren, Joe D.","Mon,Fri",14:00,16:15
COMP 462,22976,"Hang, Kaiyu","Mon,Wed",16:00,17:15
COMP 464,25716,"Schreib, Rebecca",Fri,14:00,16:30
COMP 468,25784,"Wang, Yuke","Wed,Fri",12:30,13:45
COMP 484,24694,"Chen, Hanjie","Mon,Wed",16:00,17:15
COMP 498,25587,"Farrell, Logan","Tue,Thu",08:00,09:15
COMP 502,25760,"Merenyi, Erzsebet","Tue,Thu",13:00,14:15
COMP 518,22483,"Mamouras, Konstantinos","Mon,Wed,Fri",10:00,10:50
COMP 521,20615,"Johnson, Dave","Tue,Thu",10:50,12:05
COMP 523,21659,"Goldman, Ron","Tue,Thu",13:00,14:15
COMP 529,22978,"Ng, T. S. Eugene","Tue,Thu",09:25,10:40
COMP 534,22975,"Mellor-Crummey, John","Tue,Thu",13:00,14:15
COMP 539,20614,"Stolboushkin, Alexei","Mon,Wed",16:00,17:15
COMP 541,20617,"Joyner, Mack","Tue,Thu",14:30,15:45
COMP 543,25840,"Koch, Simon Myers, Risa","Mon,Wed,Fri",10:00,10:50
COMP 546,22193,"Balakrishnan, Guha","Mon,Wed",16:00,17:15
COMP 549,21727,"Lan, Xinjie Shaw, Chad Barman, Arko","Mon,Wed",16:00,17:30
COMP 549,22980,"Lan, Xinjie","Tue,Thu",18:30,19:30
COMP 557,23122,"Subramanian, Devika","Tue,Thu",09:25,10:40
COMP 558,23186,"Patel, Tirthak","Tue,Thu",16:00,17:15
COMP 559,22449,"Lopes da Silva, Arlei","Tue,Thu",10:50,12:05
COMP 562,22977,"Hang, Kaiyu","Mon,Wed",16:00,17:15
COMP 568,25785,"Wang, Yuke","Wed,Fri",12:30,13:45
COMP 582,22455,"Chia, Nai-Hui","Tue,Thu",14:30,15:45
COMP 584,24695,"Chen, Hanjie","Mon,Wed",16:00,17:15
COMP 585,25951,"Aliakbarpour, Maryam","Tue,Thu",10:50,12:05
COMP 600,20132,"Volz, Tracy Sapoval, Nick",Mon,12:00,12:50
COMP 600,22726,"Volz, Tracy Sapoval, Nick",Wed,12:00,12:50
COMP 607,21105,"Vardi, Moshe","Wed,Fri",14:00,15:15
COMP 608,25732,"Glavan, Mary Joyner, Mack","Mon,Wed",14:00,15:15
COMP 608,25755,"Glavan, Mary Joyner, Mack","Mon,Wed",12:30,13:45
COMP 610,22982,"Wong, Stephen","Mon,Wed",20:00,21:25
COMP 613,22778,"Guzman Nateras, Luis Fernando",Wed,18:30,19:55
COMP 614,22443,"Chida, Anjum",Tue,18:30,19:55
COMP 620,25825,"Xing, Jiarong",Fri,15:00,16:15
COMP 628,23835,"Straach, Janell",Tue,20:00,21:25
COMP 630,21657,"Greiner, John",Thu,18:30,19:55
COMP 642,22439,"Boominathan, Vivek","Tue,Thu",13:00,14:15
COMP 642,22441,"Boominathan, Vivek","Tue,Thu",13:00,14:15
COMP 642,23223,"Straach, Janell",Mon,18:30,19:55
COMP 643,23719,"Orooji, Marmar",Wed,18:30,19:55
COMP 643,25729,"Orooji, Marmar",Wed,18:30,19:55
COMP 644,23313,"Paul, Sanjoy","Mon,Wed",18:30,19:55
COMP 646,22442,"Ordonez Roman, Vicente","Tue,Thu",16:00,17:15
COMP 650,25821,"Kavraki, Lydia",Mon,16:00,16:59
COMP 652,22779,"Barman, Arko",Mon,18:30,19:55
COMP 665,22446,"Warren, Joe D.","Mon,Fri",16:15,17:30
COMP 670,25887,"Yao, Vicky",Wed,15:00,16:15
COMP 680,22131,"Ore Monago, Tilsa",Tue,20:00,21:25
COMP 682,23720,"Greiner, John",Thu,20:00,21:25
UNIV 154,25685,"Kemp, Mackenzie",Thu,17:30,18:45
UNIV 154,25689,"Kemp, Mackenzie",Thu,10:50,12:05
UNIV 194,25750,"Velez, Caroline",Wed,12:00,12:50
UNIV 195,24284,"Haskins, Carla",Mon,12:00,12:50
UNIV 195,24285,"Stokes, Rogbe",Tue,17:30,18:20
UNIV 201,20127,"Walston, Lexi","Mon,Wed",16:00,16:50
UNIV 235,21483,"Green, Ahjah Davis, Tamara",Sat,10:00,13:00
UNIV 250,20164,"Brewer, Elisa","Tue,Thu",14:30,15:45
UNIV 330,21762,"Martinez, Christine",Mon,07:00,10:30
UNIV 330,22553,"Martinez, Christine",Mon,08:30,12:00
UNIV 330,22554,"Martinez, Christine",Tue,07:00,10:30
UNIV 330,22555,"Martinez, Christine",Tue,08:30,12:00
UNIV 330,22556,"Martinez, Christine",Tue,13:00,16:30
UNIV 330,22557,"Martinez, Christine",Wed,07:00,10:30
UNIV 330,22558,"Martinez, Christine",Wed,08:30,12:00
UNIV 330,22559,"Martinez, Christine",Thu,07:00,10:30
UNIV 330,22560,"Martinez, Christine",Thu,08:30,12:00
UNIV 330,22561,"Martinez, Christine",Thu,13:00,16:30
UNIV 330,22563,"Martinez, Christine",Mon,13:00,16:30
UNIV 330,22564,"Martinez, Christine",Wed,13:00,16:30
UNIV 501,20385,"McCabe, Thomas Zimmerman, Carissa",Thu,09:00,11:30
UNIV 502,20523,"Yates, AJ Barber, Catherine",Wed,09:00,11:30
UNIV 502,22959,"Barber, Catherine",Thu,13:00,15:30
UNIV 502,24451,"Ahmad, Fariha Monette, Callan",Mon,13:00,15:29
SPAN 141,22971,"P Valadares, Marcus","Mon,Wed,Fri",11:00,11:50
SPAN 141,20542,"P Valadares, Marcus","Mon,Wed,Fri",10:00,10:50
SPAN 142,20543,"Jacobo, Jose","Mon,Wed,Fri",09:00,09:50
SPAN 142,20544,"Jacobo, Jose","Mon,Wed,Fri",10:00,10:50
SPAN 158,24566,"Branigan, Claire","Tue,Thu",08:00,09:15
SPAN 204,24569,"Stasevicius, Maria","Mon,Wed,Fri",14:00,14:50
SPAN 263,20391,"Diaz Montalvo, Thais","Mon,Wed,Fri",09:00,09:50
SPAN 263,22611,"Diaz Montalvo, Thais","Mon,Wed,Fri",10:00,10:50
SPAN 264,21181,"Garcia-Rueda, Claudia","Mon,Wed,Fri",10:00,10:50
SPAN 264,22852,"P Valadares, Marcus","Mon,Wed,Fri",09:00,09:50
SPAN 303,21182,"Morones, Jessica","Mon,Wed,Fri",14:00,14:50
SPAN 321,21320,"Boggiano, Aymara","Mon,Wed,Fri",10:00,10:50
SPAN 321,23288,"Diaz Montalvo, Thais","Mon,Wed,Fri",11:00,11:50
SPAN 321,21183,"Jacobo, Jose","Mon,Wed,Fri",14:00,14:50
SPAN 321,22612,"Garcia-Rueda, Claudia","Mon,Wed,Fri",12:00,12:50
SPAN 322,21321,"Boggiano, Aymara","Mon,Wed,Fri",09:00,09:50
SPAN 322,24570,"Boggiano, Aymara","Mon,Wed,Fri",11:00,11:50
SPAN 322,22972,"Garcia-Rueda, Claudia","Mon,Wed,Fri",11:00,11:50
SPAN 326,25615,"Duno-Gottberg, Luis","Tue,Thu",18:00,19:15
SPAN 332,23035,"Cicerchia, Jose","Mon,Wed",14:00,15:15
SPAN 332,25616,"Park, Paula","Mon,Wed,Fri",10:00,10:50
SPAN 333,24571,"Turi, Luziris","Mon,Wed",14:00,15:15
SPAN 340,25631,"Esch, Sophie",Thu,14:30,17:00
SPAN 342,25617,"Linhard, Tabea",Tue,16:00,18:30
SPAN 344,24572,"Park, Paula","Mon,Wed,Fri",11:00,11:50
SPAN 350,24573,"Salaberry, Rafael",Thu,16:00,18:30
SPAN 368,23378,"Stasevicius, Maria",Wed,16:00,18:30
SPAN 370,24574,"Branigan, Claire","Tue,Thu",14:30,15:45
SPAN 384,24575,"Castro, Azucena","Tue,Thu",13:00,14:15
SPAN 402,23379,"Branigan, Claire","Tue,Thu",09:25,10:40
SPAN 436,24576,"Salaberry, Rafael",Fri,14:00,16:30
SPAN 470,25567,"Aranda, Jose",Mon,15:00,17:29
SPAN 477,25603,"Cicerchia, Jose",Mon,16:00,18:30
SPAN 477,25868,"Cicerchia, Jose",Wed,16:00,18:30
ARCH 102,20019,"Schaum, Troy","Mon,Wed,Fri",13:00,17:00
ARCH 102,22141,"Tsang, Maggie","Mon,Wed,Fri",13:00,17:00
ARCH 105,23113,"Hill, Chaney",Tue,10:50,12:05
ARCH 105,23113,"Hill, Chaney",Thu,10:50,12:05
ARCH 105,25605,"Hill, Chaney",Tue,10:50,12:05
ARCH 105,25605,"Hill, Chaney",Thu,10:50,12:05
ARCH 202,20020,"Ansari Martinez, Amna","Mon,Wed,Fri",13:00,17:00
ARCH 202,21168,"Pope, Albert","Mon,Wed,Fri",13:00,17:00
ARCH 302,20021,"Springer, Nicola","Mon,Wed,Fri",13:00,17:00
ARCH 302,21140,"Vassallo Fernandez, Jesus","Mon,Wed,Fri",13:00,17:00
ARCH 305,23449,"Ansari Martinez, Amna",Mon,19:00,21:30
ARCH 309,20170,"Castellon Gonzalez, Juan Jose","Tue,Thu",10:50,12:05
ARCH 313,22734,"Taylor, Rives",Thu,19:00,21:30
ARCH 316,20198,"Redding, Stephen","Tue,Thu",16:00,17:15
ARCH 340,25687,"Jimenez, Carlos",Wed,19:00,21:30
ARCH 345,20283,"Blakely, Shantel","Tue,Thu",09:25,10:40
ARCH 350,23137,"Russell, Alan",Wed,09:30,12:00
ARCH 350,23205,"Tsang, Maggie",Fri,09:30,12:00
ARCH 352,20219,"Hight, Christopher","Tue,Thu",09:25,10:40
ARCH 402,20022,"Nguyen, Tung","Mon,Wed,Fri",13:00,17:00
ARCH 402,21141,"Ting, Ian","Mon,Wed,Fri",13:00,17:00
ARCH 423,20023,"Fleishacker, Alan","Tue,Thu",14:30,15:45
ARCH 450,23138,"Hight, Christopher",Thu,13:00,15:30
ARCH 450,23213,"Schneider, Brett",Tue,13:00,15:30
ARCH 502,20025,"Jimenez, Carlos","Mon,Wed,Fri",13:00,18:00
ARCH 504,20026,"Colopy, Andrew","Mon,Wed,Fri",13:00,18:00
ARCH 504,21142,,"Mon,Wed,Fri",13:00,18:00
ARCH 509,20171,"Castellon Gonzalez, Juan Jose","Tue,Thu",10:50,12:05
ARCH 516,20199,"Redding, Stephen","Tue,Thu",16:00,17:15
ARCH 550,23139,"Geiser, Reto",Wed,09:30,12:00
ARCH 550,23140,"Utting, Brittany",Fri,09:30,12:00
ARCH 602,20027,"Baronian, Georgina","Mon,Wed,Fri",13:00,18:00
ARCH 602,21143,,"Mon,Wed,Fri",13:00,18:00
ARCH 602,21144,"Utting, Brittany","Mon,Wed,Fri",13:00,18:00
ARCH 623,20288,"Fleishacker, Alan","Tue,Thu",14:30,15:45
ARCH 645,20286,"Blakely, Shantel","Tue,Thu",09:25,10:40
ARCH 650,25688,"Blakely, Shantel",Mon,09:30,12:00
ARCH 652,20220,"Hight, Christopher","Tue,Thu",09:25,10:40
ARCH 655,21432,"Rivera, Monica",Wed,09:30,12:00
MILI 106,22317,,"Tue,Wed,Thu",06:30,07:29
MILI 109,22318,,"Tue,Wed,Thu",06:30,07:29
MILI 122,21720,,Thu,11:00,12:59
MILI 122,21721,,Wed,10:00,11:59
MILI 122,21722,,Wed,13:00,14:59
MILI 123,20365,,Thu,16:00,17:59
MILI 202,22184,,"Tue,Thu",09:00,09:59
MILI 202,22185,,"Tue,Thu",14:00,14:59
MILI 203,20353,,Thu,16:00,17:59
MILI 302,22180,,"Tue,Thu",08:30,09:59
MILI 302,22181,,"Tue,Thu",13:30,14:59
MILI 304,20128,,Thu,16:00,17:59
MILI 402,20296,,"Tue,Thu",08:30,09:59
MILI 402,23409,,"Tue,Thu",13:30,14:59
MILI 403,22179,,Thu,16:00,17:59
MILI 439,22178,,Wed,09:00,11:59
ENST 100,23004,"Hill, Chaney",Tue,10:50,12:05
ENST 100,23004,"Hill, Chaney",Thu,10:50,12:05
ENST 100,25604,"Hill, Chaney",Tue,10:50,12:05
ENST 100,25604,"Hill, Chaney",Thu,10:50,12:05
ENST 201,22635,"Dee, Sylvia","Mon,Wed",14:00,15:15
ENST 205,23530,"Feltey, Zach","Mon,Wed",14:00,15:15
ENST 301,23531,"Hill, Chaney","Mon,Wed,Fri",10:00,10:50
ENST 307,20046,"Cohan, Daniel","Tue,Thu",09:25,10:40
ENST 313,22741,"Taylor, Rives",Thu,19:00,21:30
ENST 316,22311,"Pons, Michael","Mon,Wed,Fri",09:00,09:50
ENST 320,25677,"Hill, Chaney","Mon,Wed,Fri",13:00,13:50
ENST 368,25731,"Schneider-Mayerson, Matthew",Tue,18:00,20:30
ENST 406,21317,"Irvine, Charles","Tue,Thu",16:00,17:15
ENST 480,23882,"Hartley, Peter","Mon,Wed,Fri",11:00,11:50
COLL 101,25800,"Zimmerman, Carissa Martz, Brandon",Mon,19:00,19:50
COLL 101,25801,"Zimmerman, Carissa Martz, Brandon",Tue,19:00,19:50
COLL 117,25802,"Zimmerman, Carissa Canon, Matthias",Tue,18:00,18:50
COLL 117,25874,"Zimmerman, Carissa Canon, Matthias",Thu,18:00,18:50
COLL 128,25803,"Zimmerman, Carissa Hernandez, Charlie",Wed,18:00,18:50
COLL 130,25858,"Zimmerman, Carissa Donovan, Zack",Wed,18:00,18:50
COLL 133,25805,"Zimmerman, Carissa Mayer, Daphne",Mon,19:00,19:50
COLL 135,25862,"Zimmerman, Carissa Tharakan, Maher",Tue,19:00,19:50
COLL 140,25855,"Zimmerman, Carissa Gantcher, Miles",Wed,19:00,19:50
COLL 141,25804,"Zimmerman, Carissa Garcia, Elle",Thu,18:00,18:50
